PU_Borough,DO_Borough,pickup_ampm,pickup_hour,pickup_min_block,avg_duration,var_duration,TLI,avg_passenger_count,avg_trip_distance,avg_total_amount
Queens,Brooklyn,AM,1,45,26,544,0.35,1.36797583081571,14.0,47.56
Manhattan,Queens,AM,10,45,32,1079,0.56,1.4924415288077582,31.26,52.29
Brooklyn,Brooklyn,AM,4,30,11,525,0.77,1.186046511627907,2.57,22.09
Staten Island,Manhattan,AM,1,15,42,162,0.06,1.0,0.0,73.55
Bronx,Bronx,AM,6,30,22,929,0.7,1.054054054054054,3.95,25.18
Staten Island,Staten Island,AM,9,15,21,1740,1.38,1.0,2.32,29.62
Manhattan,EWR,AM,8,30,32,1497,0.78,1.6258706467661692,17.04,95.88
Bronx,Queens,PM,6,15,38,1194,0.52,1.0769230769230769,9.21,46.91
Brooklyn,Staten Island,PM,2,15,49,650,0.22,1.0,19.27,64.49
Staten Island,Queens,PM,2,30,99,856,0.14,1.0,15.6,93.87
Bronx,Queens,AM,4,0,23,470,0.35,0.875,9.4,50.42
Staten Island,Queens,AM,11,45,80,1827,0.38,1.0,14.64,74.9
Brooklyn,Manhattan,PM,6,45,27,727,0.45,1.524891774891775,5.15,30.81
Manhattan,Bronx,AM,9,0,26,1158,0.75,1.3458725182863114,7.83,33.27
Brooklyn,EWR,PM,2,30,63,1006,0.27,2.2,17.14,99.98
Manhattan,Bronx,AM,8,45,25,782,0.52,1.290528233151184,7.42,31.78
Brooklyn,Manhattan,PM,7,0,26,679,0.44,1.4722550177095632,5.19,30.33
Bronx,Queens,AM,3,45,26,589,0.38,1.2857142857142858,12.64,58.67
Staten Island,Queens,AM,12,0,52,186,0.06,1.0,0.0,74.55
Bronx,Staten Island,PM,8,0,109,261,0.04,1.0,14.5,95.56
Staten Island,Brooklyn,AM,4,15,34,0,0.0,1.0,0.0,42.55
Queens,Queens,AM,8,15,18,1409,1.29,1.391688170582643,6.12,29.5
Manhattan,Staten Island,AM,12,30,41,705,0.29,1.326086956521739,16.18,80.1
Queens,Manhattan,PM,4,15,48,911,0.32,1.5333603849052229,14.37,64.22
Brooklyn,EWR,AM,11,45,43,457,0.18,1.2,17.04,102.33
Queens,Manhattan,AM,2,0,27,536,0.33,1.5006628369421122,15.83,62.1
Brooklyn,Bronx,PM,3,0,75,1895,0.42,1.0,11.16,57.36
Bronx,Brooklyn,PM,2,45,72,1716,0.4,1.0444444444444445,9.48,62.53
Brooklyn,Bronx,PM,2,45,76,1675,0.37,1.0454545454545454,11.84,60.17
Bronx,Queens,PM,10,30,24,749,0.51,1.0,7.84,44.03
Queens,Staten Island,AM,9,45,52,1013,0.33,1.3333333333333333,22.59,85.3
Manhattan,Queens,AM,6,15,26,984,0.62,1.4399023243194355,26.56,54.84
Manhattan,Manhattan,PM,2,15,13,341,0.42,1.391586857288699,3.49,16.03
Queens,Manhattan,AM,1,45,28,701,0.42,1.494899536321484,16.05,62.14
Brooklyn,EWR,AM,12,0,36,162,0.07,1.0,22.26,184.66
Bronx,Brooklyn,PM,3,0,76,1366,0.3,1.0,7.53,61.62
Bronx,Staten Island,AM,5,30,59,727,0.21,1.0,27.53,79.53
Brooklyn,Manhattan,AM,4,30,22,576,0.43,1.256916996047431,6.44,33.42
EWR,EWR,PM,2,15,1,441,5.49,1.7536945812807885,0.76,106.04
Staten Island,Brooklyn,PM,11,0,27,567,0.35,1.0,3.18,47.86
Manhattan,Staten Island,AM,7,45,77,2922,0.63,1.1111111111111112,15.45,90.05
Manhattan,Staten Island,AM,8,0,48,869,0.3,1.1785714285714286,17.45,83.95
Brooklyn,Brooklyn,PM,6,30,13,766,0.95,1.4277148567621585,2.34,18.74
Staten Island,Queens,AM,7,15,52,891,0.29,1.0,10.71,76.43
Bronx,Bronx,PM,8,30,13,731,0.91,1.1793478260869563,2.29,26.2
Queens,Queens,AM,12,30,15,756,0.83,1.3979591836734695,6.55,26.53
Bronx,Brooklyn,AM,12,15,38,560,0.25,1.1111111111111112,9.48,54.05
Queens,Brooklyn,PM,4,0,45,470,0.17,1.391559202813599,13.37,52.37
Queens,Brooklyn,PM,3,45,45,438,0.16,1.3967611336032388,13.86,52.02
Staten Island,Manhattan,PM,3,15,71,1744,0.41,1.0,14.26,94.93
Manhattan,Queens,PM,12,45,37,947,0.43,1.5070016939582156,12.49,54.61
Manhattan,Brooklyn,PM,2,0,31,864,0.46,1.3919366450683943,6.68,34.49
EWR,Manhattan,PM,11,0,38,0,0.0,2.0,18.4,98.45
Staten Island,Staten Island,AM,8,45,27,2378,1.47,1.1111111111111112,1.42,35.69
EWR,Manhattan,PM,10,45,52,0,0.0,1.0,21.2,96.55
Manhattan,Brooklyn,PM,1,45,30,836,0.46,1.4055365296803652,6.66,34.06
Bronx,Queens,PM,6,0,37,1069,0.48,1.04,9.98,49.35
Brooklyn,Staten Island,PM,2,0,36,841,0.38,1.0,11.52,55.11
Bronx,Queens,PM,5,45,44,1082,0.41,0.9545454545454546,9.62,55.1
Manhattan,Queens,AM,10,30,31,1040,0.55,1.478333459816347,28.42,51.66
Staten Island,Brooklyn,PM,6,15,43,428,0.16,1.0,20.67,65.88
Brooklyn,EWR,AM,7,15,37,520,0.24,2.0,17.08,96.24
Staten Island,Manhattan,AM,1,0,38,374,0.16,1.0,2.84,64.72
Brooklyn,Staten Island,PM,1,45,49,1097,0.37,1.1666666666666667,13.59,57.26
Staten Island,Staten Island,AM,9,0,23,1741,1.29,1.0,3.14,27.22
Queens,Brooklyn,AM,1,30,26,525,0.34,1.390766301761066,14.22,48.37
Queens,Manhattan,PM,4,0,48,907,0.31,1.5245833549659935,14.3,65.11
Bronx,Queens,AM,3,30,26,514,0.34,1.0,13.73,48.92
Staten Island,Queens,AM,11,30,65,1194,0.31,1.0,6.02,73.72
Brooklyn,Manhattan,PM,6,30,27,741,0.45,1.4372384937238494,5.06,30.38
Manhattan,Queens,PM,8,15,27,956,0.58,1.3523055525837169,8.04,38.0
Queens,Manhattan,PM,3,45,48,793,0.28,1.5360513055428309,14.6,61.96
Manhattan,Bronx,AM,8,30,25,597,0.41,1.29478672985782,7.3,31.64
Queens,Queens,AM,7,45,18,1322,1.2,1.369088507265522,18.45,29.33
Manhattan,Brooklyn,AM,11,15,30,1051,0.59,1.4010825912345033,7.06,34.73
Bronx,Staten Island,PM,7,30,66,911,0.23,1.0,26.36,91.57
Staten Island,Brooklyn,PM,2,45,64,2509,0.65,1.2,7.97,61.12
Brooklyn,Staten Island,AM,11,15,33,826,0.42,0.9230769230769232,17.04,59.76
Queens,Queens,AM,8,0,18,1609,1.46,1.392047713717694,14.15,29.73
Bronx,Brooklyn,PM,2,30,65,1246,0.32,1.03921568627451,10.42,61.45
Manhattan,Manhattan,PM,1,45,13,321,0.41,1.3849075258687815,4.21,15.81
Brooklyn,Bronx,PM,2,30,86,1855,0.36,1.0,15.32,65.14
Queens,Staten Island,AM,9,30,47,709,0.25,1.4516129032258065,24.44,92.4
EWR,EWR,PM,2,0,1,491,6.45,1.908108108108108,1.02,103.46
EWR,Manhattan,PM,6,15,54,1097,0.34,2.0,11.77,70.3
Manhattan,Staten Island,PM,9,45,42,725,0.29,1.2857142857142858,17.72,81.28
Brooklyn,EWR,AM,11,30,44,733,0.28,2.3333333333333335,17.99,94.63
Queens,Manhattan,AM,1,30,28,964,0.57,1.502994011976048,15.94,62.06
Manhattan,Queens,AM,5,45,24,822,0.56,1.4139278557114228,50.91,54.31
Staten Island,Brooklyn,PM,10,30,35,578,0.28,1.0,12.82,51.97
Staten Island,Bronx,AM,9,30,59,0,0.0,1.0,24.5,77.1
Manhattan,Manhattan,PM,2,0,13,289,0.36,1.38994290937869,2.57,15.98
EWR,EWR,PM,1,45,0,35,1.69,1.7222222222222223,0.82,100.2
Manhattan,Queens,AM,6,0,26,771,0.5,1.447243519532676,19.98,54.84
Brooklyn,Bronx,AM,12,0,36,483,0.22,1.08,9.53,54.23
Staten Island,Manhattan,PM,3,0,81,2015,0.41,1.0,7.88,95.23
EWR,EWR,AM,11,15,1,411,5.27,1.796875,1.23,105.05
Staten Island,Manhattan,PM,2,45,70,1018,0.24,1.2222222222222223,14.38,92.83
Manhattan,Staten Island,AM,7,30,38,727,0.32,1.2222222222222223,17.34,67.11
Manhattan,Queens,PM,12,30,36,1230,0.58,1.4902645440018938,12.35,54.29
Staten Island,Queens,AM,6,45,43,665,0.26,1.0,7.35,70.4
Manhattan,Manhattan,AM,11,15,13,576,0.73,1.3713235827390309,2.62,15.94
Bronx,Brooklyn,AM,11,45,53,1129,0.35,1.0,12.28,62.77
Brooklyn,Bronx,AM,11,45,61,1163,0.32,1.0113636363636365,13.6,64.26
Staten Island,Queens,AM,7,0,63,1188,0.32,1.0,24.12,83.26
Bronx,EWR,PM,2,15,5,0,0.0,0.0,0.0,94.55
Bronx,Brooklyn,AM,12,0,37,678,0.3,1.0,6.22,57.05
Bronx,Manhattan,AM,4,15,22,549,0.42,1.0579710144927537,5.93,32.69
Staten Island,Brooklyn,PM,6,0,44,767,0.29,1.0,12.09,54.42
Staten Island,Staten Island,AM,8,30,0,2,0.12,1.0,0.01,6.8
Brooklyn,EWR,AM,6,45,35,301,0.14,1.0,16.56,99.33
Brooklyn,Staten Island,PM,1,30,26,1168,0.76,1.0,11.88,44.06
Queens,EWR,AM,4,15,46,401,0.15,1.588235294117647,30.83,121.57
Queens,Brooklyn,AM,12,45,27,479,0.3,1.3507734303912649,14.28,49.07
Brooklyn,EWR,AM,7,0,39,551,0.24,1.9,17.15,90.91
Manhattan,Brooklyn,PM,1,30,30,849,0.48,1.4101658476658476,6.63,33.85
Staten Island,Manhattan,AM,12,15,39,407,0.18,1.0,3.7,67.61
Queens,Queens,PM,9,45,14,1284,1.51,1.4007573658446475,6.63,26.41
Manhattan,Brooklyn,AM,11,0,30,966,0.54,1.400891265597148,6.98,34.78
Manhattan,Brooklyn,AM,10,45,29,861,0.49,1.367738187451588,6.99,34.25
Manhattan,EWR,AM,2,15,28,318,0.19,1.5,16.79,91.53
Brooklyn,Staten Island,AM,10,45,44,2164,0.82,1.0,14.21,55.84
Manhattan,Queens,PM,8,0,28,1004,0.61,1.3633197333067968,9.8,39.65
Brooklyn,Staten Island,AM,11,0,38,587,0.26,1.0,15.03,59.14
Queens,Manhattan,PM,3,30,49,645,0.22,1.5321647728940957,15.01,62.18
Queens,Queens,AM,7,30,20,1451,1.22,1.3935980217062784,6.4,29.95
Brooklyn,Bronx,AM,7,15,79,1697,0.36,1.1111111111111112,16.81,65.63
Manhattan,Queens,PM,7,45,28,944,0.56,1.3747283145623397,24.18,41.15
Bronx,Brooklyn,AM,7,15,56,1182,0.35,1.0263157894736843,13.23,62.97
Staten Island,Brooklyn,AM,3,30,31,0,0.0,2.0,16.55,53.85
EWR,EWR,PM,1,30,1,312,6.64,1.670520231213873,0.43,101.36
Staten Island,Queens,PM,8,45,67,719,0.18,1.0,0.0,71.55
Manhattan,Staten Island,PM,9,30,44,669,0.25,1.1363636363636365,18.54,82.51
Staten Island,Brooklyn,AM,11,45,42,711,0.28,1.0,14.89,56.69
Manhattan,Manhattan,PM,1,30,13,156,0.2,1.3886449819006668,2.37,15.96
Manhattan,Queens,AM,5,30,24,676,0.48,1.4251815485322696,20.48,53.59
EWR,Manhattan,PM,5,45,37,0,0.0,1.0,14.45,116.55
EWR,Manhattan,PM,6,0,62,1049,0.28,0.8,18.21,93.8
Queens,Brooklyn,AM,8,15,42,1767,0.71,1.367872807017544,13.71,50.95
Manhattan,Brooklyn,AM,6,15,23,614,0.45,1.2419243986254296,7.87,33.62
Brooklyn,Staten Island,AM,6,15,31,234,0.12,1.0,16.92,60.2
Bronx,Manhattan,PM,6,15,27,941,0.58,1.213114754098361,4.92,29.35
Queens,EWR,PM,6,15,66,900,0.23,1.75,32.94,150.44
Manhattan,Manhattan,AM,11,0,13,587,0.76,1.369663852040501,2.95,15.84
EWR,EWR,AM,11,0,1,55,1.67,1.7875,0.39,101.31
Staten Island,Manhattan,PM,2,30,67,579,0.14,1.0,15.58,90.09
Brooklyn,EWR,PM,8,45,37,212,0.09,3.0,24.62,186.45
Manhattan,Manhattan,AM,10,45,12,559,0.75,1.3607905910572486,2.3,15.51
Brooklyn,Bronx,AM,11,30,64,1780,0.46,1.0,15.48,66.06
Bronx,Brooklyn,AM,11,30,57,945,0.28,1.0,13.24,63.8
EWR,EWR,AM,10,45,1,57,1.84,1.7647058823529411,0.51,109.11
Staten Island,Queens,AM,6,30,49,813,0.28,1.0,12.63,70.63
Bronx,Bronx,PM,2,15,18,807,0.76,1.2005899705014749,2.35,19.66
Bronx,Manhattan,AM,3,45,20,872,0.72,1.048780487804878,3.93,26.02
Queens,EWR,AM,4,0,50,730,0.24,1.5454545454545454,31.63,105.86
Queens,EWR,AM,3,45,50,753,0.25,1.7692307692307692,32.69,111.5
Manhattan,Brooklyn,PM,12,45,29,775,0.44,1.379073756432247,22.18,33.98
Brooklyn,Staten Island,PM,12,45,41,663,0.27,1.1111111111111112,14.47,55.91
Staten Island,Brooklyn,PM,5,30,57,765,0.22,1.0,12.77,64.12
Brooklyn,Bronx,PM,9,15,47,1068,0.38,1.0,8.56,59.15
Staten Island,Manhattan,AM,11,45,68,1051,0.26,1.0,11.42,89.31
Bronx,Brooklyn,PM,9,15,41,660,0.27,1.0,9.36,60.21
Staten Island,Manhattan,AM,12,0,52,1059,0.34,1.0,0.0,69.05
Bronx,Manhattan,AM,4,0,21,832,0.66,1.1,4.45,28.31
Queens,Queens,PM,9,30,14,1332,1.61,1.401219174286506,6.69,27.45
Queens,Staten Island,PM,10,15,-16,5985,-6.4,1.408450704225352,25.7,89.52
Manhattan,EWR,PM,4,15,56,994,0.3,1.6396677050882658,17.13,105.23
Queens,Manhattan,AM,8,15,49,1588,0.54,1.4670281100830926,16.02,61.72
Brooklyn,EWR,AM,6,30,38,440,0.19,1.375,16.27,95.05
EWR,Staten Island,PM,1,0,41,0,0.0,0.0,14.0,64.6
Manhattan,Queens,PM,7,30,29,1003,0.57,1.369571728062294,9.64,43.31
Manhattan,Manhattan,AM,6,15,8,459,0.91,1.250946408209806,10.89,14.19
Bronx,Brooklyn,AM,6,45,51,961,0.31,1.0,12.54,59.16
Bronx,Brooklyn,AM,7,0,56,1392,0.41,1.0,14.9,63.64
EWR,EWR,AM,6,15,2,857,7.59,1.5517241379310345,0.04,110.16
Manhattan,Brooklyn,AM,10,30,28,1080,0.64,1.4041138583004362,6.92,33.45
Brooklyn,Staten Island,AM,10,30,30,563,0.31,1.3333333333333333,9.08,42.91
Queens,EWR,PM,10,30,52,570,0.18,1.4285714285714286,34.37,151.59
Queens,Bronx,AM,4,15,29,604,0.35,1.6395348837209305,17.25,58.35
Manhattan,EWR,AM,1,45,31,665,0.36,1.7777777777777777,16.2,89.73
Bronx,Manhattan,PM,10,30,22,653,0.49,1.2560975609756098,5.03,31.77
Brooklyn,Bronx,AM,7,0,55,1007,0.31,1.0,11.77,61.43
Brooklyn,Bronx,AM,6,45,60,1065,0.3,1.0,9.23,64.43
Manhattan,EWR,AM,2,0,29,400,0.23,1.6206896551724137,16.54,80.34
Bronx,Staten Island,PM,1,15,70,1297,0.31,1.0,9.03,93.85
Manhattan,Brooklyn,PM,8,15,27,703,0.43,1.3664208735110608,6.47,33.34
Staten Island,Queens,PM,8,30,43,0,0.0,1.0,0.0,84.63
Brooklyn,Queens,AM,4,15,22,1301,0.97,1.3333333333333333,10.03,40.43
Manhattan,Manhattan,PM,12,45,13,518,0.66,1.374499781052595,2.6,15.76
EWR,Manhattan,PM,5,30,60,766,0.21,1.0,17.05,88.89
Brooklyn,Staten Island,PM,8,15,30,1062,0.59,1.0,15.8,52.72
Queens,Brooklyn,AM,8,0,43,1492,0.58,1.3660042964554242,13.76,51.33
Staten Island,Manhattan,AM,7,15,193,0,0.0,1.0,11.2,81.1
Manhattan,Bronx,AM,2,15,23,476,0.35,1.3813953488372093,9.35,34.31
Queens,Brooklyn,AM,7,45,43,1510,0.58,1.3793672627235214,51.17,51.5
EWR,Queens,AM,9,30,138,0,0.0,1.0,0.94,63.36
Queens,EWR,PM,6,0,71,1181,0.28,1.5571428571428572,32.09,156.05
Bronx,Manhattan,PM,6,0,27,1102,0.68,1.2627118644067796,4.56,27.46
Queens,EWR,PM,5,45,74,997,0.22,1.637362637362637,33.44,160.46
Bronx,Queens,AM,9,45,38,1004,0.44,1.056338028169014,8.2,51.63
EWR,EWR,AM,10,30,0,11,0.77,1.72,0.01,110.62
Brooklyn,EWR,PM,8,30,55,602,0.18,1.0,22.3,114.28
Manhattan,Brooklyn,AM,5,45,22,858,0.64,1.2534843205574913,7.19,32.38
Bronx,Manhattan,PM,5,45,28,1040,0.61,1.4137931034482758,4.47,28.04
Manhattan,Manhattan,AM,10,30,13,575,0.75,1.358964989951723,3.13,15.76
Queens,Staten Island,AM,3,15,38,172,0.08,1.5,24.93,83.26
Brooklyn,Staten Island,AM,6,0,40,0,0.0,1.0,18.05,65.4
Manhattan,Brooklyn,AM,6,0,24,897,0.62,1.3206672845227063,14.16,32.35
Brooklyn,Queens,PM,10,45,19,2208,1.89,1.3687150837988826,6.6,29.06
Bronx,Manhattan,AM,3,30,18,332,0.31,1.148148148148148,4.16,25.71
Staten Island,Manhattan,AM,11,30,69,1356,0.33,1.0,13.18,85.6
Brooklyn,Bronx,PM,8,45,41,544,0.22,1.0333333333333334,10.79,60.0
Brooklyn,Bronx,PM,9,0,45,885,0.33,1.0857142857142856,6.45,55.57
Manhattan,Staten Island,AM,1,15,36,446,0.21,1.641025641025641,17.59,73.29
Brooklyn,Staten Island,PM,12,30,38,1049,0.46,1.0769230769230769,15.88,65.47
Staten Island,Brooklyn,AM,6,45,37,1628,0.73,1.0,10.8,58.7
Manhattan,EWR,PM,4,0,55,779,0.24,1.6596038691847077,17.26,104.6
Queens,Manhattan,AM,8,0,49,1763,0.6,1.473559785989797,14.6,61.84
Queens,Bronx,PM,6,15,38,1016,0.44,1.4412032816773015,15.99,59.33
Bronx,Bronx,PM,1,45,20,868,0.74,1.1866666666666668,2.56,20.5
Queens,Manhattan,AM,7,45,49,1918,0.65,1.4741500421466704,14.96,62.42
Manhattan,EWR,PM,3,45,55,910,0.27,1.6318627450980392,17.29,103.3
Manhattan,Brooklyn,PM,12,30,29,957,0.55,1.3879603837821108,6.79,34.2
Bronx,Bronx,PM,2,0,18,815,0.76,1.152,2.5,20.27
EWR,EWR,PM,8,15,0,477,-30.65,1.660377358490566,0.37,87.78
Bronx,Brooklyn,PM,9,0,49,1045,0.36,1.0588235294117647,7.62,60.88
Queens,EWR,AM,3,30,44,0,0.0,1.0,31.58,165.8
Bronx,Brooklyn,PM,8,45,43,480,0.19,1.0416666666666667,7.81,61.35
Queens,Staten Island,PM,10,0,44,1027,0.39,1.3962264150943395,26.85,91.29
Manhattan,Manhattan,PM,8,15,11,541,0.78,1.4240548741798815,3.6,16.03
Brooklyn,Queens,PM,6,15,40,998,0.42,1.2530120481927711,10.23,46.6
Staten Island,EWR,PM,5,0,26,0,0.0,2.0,12.74,176.05
Bronx,Brooklyn,AM,6,30,51,718,0.23,1.0,11.51,60.34
Queens,Bronx,AM,4,0,29,395,0.23,1.4111111111111112,18.07,64.68
Manhattan,Manhattan,AM,5,45,8,439,0.96,1.2531909503673246,43.57,14.15
Staten Island,Staten Island,AM,2,15,1,26,0.82,1.1,0.2,38.85
EWR,EWR,AM,6,0,1,373,4.3,1.7611940298507462,1.49,104.08
Queens,Bronx,AM,3,45,28,453,0.27,1.314516129032258,18.1,61.69
Manhattan,Manhattan,AM,6,0,8,435,0.91,1.2363054341036852,19.32,13.88
Manhattan,EWR,AM,1,30,30,550,0.31,1.7058823529411764,15.89,80.62
Brooklyn,Bronx,AM,6,30,48,597,0.21,1.0,4.76,67.43
Queens,Brooklyn,PM,9,45,30,957,0.54,1.3451472191930207,14.16,49.64
Manhattan,Bronx,PM,4,15,41,1206,0.49,1.4006259780907668,7.63,38.04
Bronx,Bronx,AM,11,15,16,667,0.68,1.1417910447761197,2.56,20.61
EWR,EWR,AM,5,45,1,315,4.41,1.5974025974025974,0.78,98.16
Brooklyn,Staten Island,PM,8,0,34,983,0.48,1.125,16.55,56.79
Staten Island,Bronx,PM,5,15,74,772,0.17,1.0,23.2,86.35
Queens,Bronx,PM,10,30,27,1569,0.95,1.4252669039145909,15.8,57.55
Manhattan,Brooklyn,PM,8,0,27,757,0.47,1.360462685527141,6.43,33.38
Brooklyn,Queens,AM,3,45,21,537,0.42,1.3472222222222223,8.95,37.89
Manhattan,Brooklyn,PM,7,45,27,691,0.43,1.364401900100763,25.84,33.15
EWR,EWR,PM,12,30,1,138,4.29,1.625,0.66,105.27
Brooklyn,Queens,AM,4,0,22,580,0.43,1.2758620689655171,9.31,39.71
Queens,Brooklyn,AM,7,30,44,1746,0.65,1.3675889328063242,13.99,52.31
Brooklyn,Staten Island,PM,7,45,38,923,0.4,1.0740740740740742,13.33,55.03
Staten Island,Manhattan,AM,7,0,44,0,0.0,1.0,0.0,76.25
Manhattan,Manhattan,PM,12,30,13,627,0.79,1.3779348495498571,3.23,15.99
Staten Island,Manhattan,AM,6,45,76,1392,0.3,1.0,22.55,85.28
Queens,Staten Island,PM,5,15,67,1619,0.4,1.4722222222222223,26.99,102.12
Bronx,Staten Island,PM,1,0,84,693,0.14,1.0,18.96,89.55
Manhattan,Bronx,AM,2,0,22,501,0.38,1.4021830394626364,9.17,34.11
Queens,Staten Island,AM,3,0,35,144,0.07,2.0,25.91,88.86
Queens,EWR,PM,5,30,78,1233,0.26,1.6741573033707866,33.55,153.95
Brooklyn,Queens,PM,10,30,21,555,0.43,1.4578313253012047,6.75,30.6
Bronx,Manhattan,PM,5,30,30,972,0.54,1.4166666666666667,5.26,29.62
Bronx,Queens,AM,9,30,37,857,0.39,1.018867924528302,9.24,52.24
Brooklyn,Staten Island,AM,5,30,2,0,0.0,1.0,1.6,7.3
Manhattan,Brooklyn,AM,5,30,22,568,0.43,1.3245089666951324,7.12,30.96
Manhattan,Staten Island,PM,3,15,61,1122,0.3,1.5121951219512195,19.52,76.51
Staten Island,Brooklyn,PM,8,45,35,246,0.12,1.0,20.34,64.48
Bronx,Staten Island,AM,10,15,43,0,0.0,1.0,11.3,80.45
Queens,Manhattan,PM,9,45,30,1271,0.71,1.464322869955157,14.84,60.45
Queens,Staten Island,AM,2,45,35,141,0.07,1.1666666666666667,24.07,93.96
EWR,EWR,PM,7,45,1,85,2.39,1.5098039215686274,0.54,95.91
Queens,Bronx,PM,5,45,41,939,0.38,1.4289450741063645,15.83,59.2
Queens,Bronx,PM,6,0,40,969,0.41,1.44331641285956,15.68,58.77
Bronx,Brooklyn,PM,8,30,44,628,0.24,1.0,6.88,60.14
Brooklyn,Bronx,PM,8,30,48,1007,0.35,1.0625,11.43,62.96
EWR,EWR,PM,8,0,0,277,49.67,1.728395061728395,0.32,88.76
Bronx,Bronx,PM,1,30,18,907,0.82,1.2154255319148937,37.92,21.33
Staten Island,Staten Island,PM,4,15,39,3110,1.33,1.2222222222222223,4.14,43.2
Manhattan,Manhattan,PM,8,0,12,515,0.74,1.4172402730919198,2.93,16.09
Queens,Manhattan,AM,7,30,50,1674,0.56,1.4347638559413414,26.71,62.31
Manhattan,Staten Island,AM,1,0,39,649,0.28,1.4130434782608696,17.66,77.58
Manhattan,EWR,PM,3,30,54,907,0.28,1.6303645592985694,17.41,102.38
Manhattan,Manhattan,PM,7,45,12,513,0.74,1.412161611053563,2.77,16.2
EWR,Manhattan,AM,9,45,86,0,0.0,3.0,19.22,111.87
Queens,Bronx,AM,3,30,26,1397,0.9,1.4705882352941178,18.5,62.14
Staten Island,Manhattan,PM,8,45,74,1017,0.23,1.0,18.77,82.13
EWR,EWR,AM,5,30,0,52,2.07,1.676056338028169,0.26,101.34
Staten Island,EWR,PM,4,30,33,0,0.0,1.0,13.1,69.55
Queens,Queens,PM,3,15,19,887,0.79,1.423370786516854,5.93,30.99
Staten Island,Staten Island,AM,2,0,0,14,0.73,1.0,0.22,13.1
Manhattan,Manhattan,AM,5,30,8,479,1.01,1.270321459149521,34.03,14.62
Queens,Brooklyn,PM,9,30,30,1168,0.65,1.36930191587756,14.24,49.78
Manhattan,EWR,AM,12,45,33,725,0.36,1.2142857142857142,16.93,88.11
Brooklyn,Queens,PM,6,0,40,1153,0.48,1.3363636363636364,9.65,45.47
Brooklyn,Queens,PM,5,45,40,2477,1.03,1.3196347031963471,9.35,46.86
Staten Island,Staten Island,AM,1,45,1,62,1.96,1.4,1.21,34.71
Bronx,Bronx,AM,11,0,18,1037,0.96,1.1323155216284988,2.65,22.59
Manhattan,Bronx,PM,4,0,42,1040,0.42,1.3803545051698671,7.81,38.17
Manhattan,Bronx,PM,3,45,39,717,0.3,1.3080459770114945,7.92,37.28
Bronx,Bronx,AM,10,45,17,697,0.7,1.180094786729858,2.56,21.23
Bronx,EWR,AM,6,0,76,0,0.0,1.0,27.37,142.05
Bronx,Staten Island,PM,12,15,60,474,0.13,1.0,26.1,93.88
Manhattan,Brooklyn,PM,7,30,27,700,0.43,1.3650685450276452,6.7,33.36
Staten Island,Manhattan,AM,6,30,130,3105,0.4,1.0,0.95,96.9
Brooklyn,Staten Island,PM,7,30,39,1030,0.44,1.0,18.89,62.44
Queens,Staten Island,PM,5,0,70,1380,0.33,1.490566037735849,26.09,99.12
Staten Island,Bronx,PM,4,45,70,1005,0.24,1.0,22.96,81.97
Brooklyn,Queens,AM,3,30,20,647,0.54,1.5185185185185186,7.38,31.88
Staten Island,Bronx,PM,5,0,63,767,0.2,1.0,20.24,83.21
Manhattan,Queens,PM,1,15,39,615,0.26,1.5056065239551475,13.34,55.89
Staten Island,Brooklyn,AM,9,30,48,1393,0.48,1.0,18.44,64.93
Bronx,Bronx,AM,6,15,23,919,0.66,1.0530973451327434,4.27,29.16
Manhattan,Staten Island,PM,3,0,65,1224,0.31,1.2222222222222223,19.44,86.26
Manhattan,Staten Island,PM,2,45,61,1300,0.35,1.2564102564102564,18.89,91.68
Queens,Staten Island,AM,2,30,40,453,0.19,1.0,26.64,86.69
Bronx,Staten Island,AM,10,0,79,0,0.0,1.0,20.9,74.55
Manhattan,EWR,AM,8,15,33,525,0.26,1.6291585127201569,17.19,96.34
Staten Island,Queens,PM,2,15,71,821,0.19,1.0,15.12,95.71
Brooklyn,Brooklyn,AM,4,15,13,1513,1.95,1.2,2.71,21.58
Queens,Manhattan,PM,9,30,30,1412,0.79,1.46484375,14.89,60.62
EWR,EWR,PM,7,30,0,65,2.22,1.7333333333333334,0.6,93.01
Staten Island,Staten Island,PM,3,45,67,3002,0.74,1.0,4.33,96.47
Manhattan,Manhattan,PM,7,30,12,477,0.67,1.4139866320931451,3.05,16.31
Staten Island,Staten Island,PM,4,0,6,560,1.59,1.4545454545454546,1.59,49.14
Bronx,Bronx,PM,12,45,19,729,0.65,1.1458885941644563,2.5,20.07
Manhattan,Staten Island,AM,12,15,42,733,0.29,1.25,13.28,158.93
Queens,Bronx,PM,5,30,43,963,0.38,1.428709055876686,15.99,60.06
Brooklyn,EWR,PM,2,15,60,1005,0.28,1.0,16.83,99.72
Bronx,Staten Island,AM,5,15,35,154,0.07,1.0,9.0,86.77
EWR,Manhattan,AM,9,30,42,789,0.31,1.25,16.28,132.04
Bronx,Bronx,AM,10,30,17,767,0.73,1.104212860310421,2.79,21.26
Manhattan,Bronx,PM,3,30,39,1500,0.64,1.3444691907943578,21.58,37.07
Brooklyn,Manhattan,AM,4,15,23,648,0.47,1.2311827956989247,6.67,34.88
Queens,Queens,PM,2,45,18,543,0.51,1.408530438154323,5.67,29.82
Queens,Queens,PM,3,0,18,461,0.43,1.4216876729173071,5.76,30.63
